Timestamp,Temperature (C),Pressure (hPa),Humidity (%),Latitude,Longitude,Altitude (m)
2024-06-07 03:52:46,28.071328125,678.0457881060798,100,"(-13.627388121293762, -103.87645577617558, 6111.76600155611)"
2024-06-07 03:52:47,23.98783203125,985.9009996648631,39.73021438859043,"(24.899602245671943, -34.99306393589612, 6088.571304916216)"
2024-06-07 03:52:48,23.96271484375,985.9333538859064,39.60078143294283,"(-83.37026594710329, -85.0075669840509, 9358.020422538584)"
2024-06-07 03:52:49,23.955800781249998,985.9461600616955,39.4391629227708,"(75.78821987559738, 119.86262175901408, 8502.17309250287)"
2024-06-07 03:52:50,23.9500390625,985.954873103455,39.27903530612106,"(73.13019224747603, -161.6685958516497, 4222.820653420916)"
2024-06-07 03:52:51,23.948671875000002,985.962354119985,39.10301242012191,"(-7.5947280879778845, -5.323060997525204, 8710.762419812689)"
2024-06-07 03:52:52,23.9490625,985.9619066723669,38.95019663003937,"(21.24933257479097, 94.54619931823288, 2906.9564755881715)"
2024-06-07 03:52:53,23.947578125,985.9697094373835,38.76991624410457,"(87.16584239071281, -10.574496430819806, 642.153497489406)"
2024-06-07 03:52:54,23.95099609375,985.9653714358429,38.612406406505116,"(-73.71058447848657, -165.82172239336455, 9441.436011957961)"
2024-06-07 03:52:55,23.9548046875,985.9741058605905,38.47206037665977,"(68.29783294126642, -156.08120527970797, 8478.709225372722)"
2024-06-07 03:52:56,23.95861328125,985.9743899740512,38.34311218372523,"(-85.30115913260005, -67.1764266995201, 5422.396758873275)"
2024-06-07 03:52:57,23.96732421875,985.9760532901256,38.23114936042205,"(-42.552622617830465, 26.5943265872464, 6658.0169148376135)"
2024-06-07 03:52:58,23.973378906249998,985.976720770099,38.125384028433615,"(45.41343653256962, 112.13678699794036, 2348.311425398265)"
2024-06-07 03:52:59,23.97982421875,985.9752498122346,38.031022753640094,"(38.54276433365732, -99.20662022059405, 7225.485779733446)"
2024-06-07 03:53:00,23.98587890625,985.9725356388319,37.94225765344933,"(35.72200838668368, -176.39309731597163, 1554.6476280433496)"
2024-06-07 03:53:01,23.991152343750002,985.9774770837233,37.87586664041914,"(38.315036747711076, 147.68690536896946, 4897.35750807275)"
2024-06-07 03:53:02,23.99544921875,985.9759317436371,37.82054015626563,"(43.843538792004495, 1.4815727903069273, 9296.886950922033)"
2024-06-07 03:53:03,23.999453125000002,985.9785249652003,37.75393294779198,"(5.849105409290146, 32.73669881859482, 9885.45667019503)"
2024-06-07 03:53:04,24.0019921875,985.9730785192229,37.71513312377539,"(56.249190750461196, -142.8167414628212, 2846.364695932353)"
2024-06-07 03:53:05,24.010507812500002,985.9707377926571,37.682160672112325,"(7.273761544232997, 128.418861137389, 8070.596554058193)"
2024-06-07 03:53:06,24.009707031250002,985.9722612104881,37.654951202280714,"(59.68454394211861, 146.9140484860376, 2845.7546879822658)"
2024-06-07 03:53:07,24.014589843750002,985.9810294184213,37.61104460187602,"(-58.5377226820937, -85.56874443157385, 9364.16324432514)"
2024-06-07 03:53:08,24.019375,985.9861062001942,37.583966913550526,"(-53.68678031838871, 127.66330284784607, 2859.7274529733572)"
2024-06-07 03:53:09,24.024355468750002,985.9799713125526,37.56815817238915,"(-16.366937863416695, 53.032114828662884, 9922.336634669604)"
2024-06-07 03:53:11,24.0281640625,985.9819416292457,37.54649647185462,"(-66.02920799501483, -120.83168820219046, 1462.8732073690776)"
2024-06-07 03:53:12,24.040410156249997,985.9873945312518,37.51329275447977,"(74.65839203019928, -47.073246800571724, 781.0621784936045)"
2024-06-07 03:53:13,24.0384375,985.9801182951312,37.49147633380249,"(-14.743406614367501, 154.88695253653952, 9433.363586921336)"
2024-06-07 03:53:14,24.041269531250002,985.9823632125108,37.469622246288594,"(79.49112906274908, -136.4367536473548, 9860.545919594642)"
