Timestamp,Temperature (C),Pressure (hPa),Humidity (%),"(Latitude, Longitude, Altitude (m))","Gravity Vector (m/s^2 , xyz)","Acceleration w/o-grav. Vector (m/s^2 , xyz)","Orientation (Euler angles, xyz)"
2024-06-24 23:17:36,25.63162109375,988.3811624855865,36.33528720685119,"(37.881269599999996, -122.2564761, 192137)","(-0.19, 0.39, 9.790000000000001)","(0.02, -0.01, -0.31)","(360.0, -1.125, -2.3125)"
2024-06-24 23:17:39,25.629863281250003,988.387424574762,36.18433843255969,"(37.8812687, -122.25647559999999, 192057)","(-0.19, 0.39, 9.790000000000001)","(0.01, 0.0, -0.36)","(360.0, -1.125, -2.3125)"
2024-06-24 23:17:42,25.625078125,988.3789688300282,36.04963566962503,"(37.8812664, -122.2564755, 192093)","(-0.19, 0.39, 9.790000000000001)","(0.0, -0.02, -0.34)","(360.0, -1.125, -2.3125)"
2024-06-24 23:17:45,25.622539062500003,988.3810500021671,35.99900323973307,"(37.8812666, -122.2564754, 191798)","(-0.19, 0.39, 9.790000000000001)","(0.01, -0.02, -0.33)","(360.0, -1.125, -2.3125)"
2024-06-24 23:17:48,25.6265625,988.3830230700893,35.976536110374745,"(37.8812699, -122.25647559999999, 191097)","(-0.19, 0.39, 9.790000000000001)","(0.01, -0.02, -0.34)","(360.0, -1.125, -2.3125)"
2024-06-24 23:17:51,25.62126953125,988.3888658736266,35.95421000565314,"(37.8812729, -122.2564759, 190508)","(-0.19, 0.39, 9.790000000000001)","(0.02, -0.02, -0.31)","(360.0, -1.125, -2.3125)"
2024-06-24 23:17:54,25.62224609375,988.3902805102423,35.937708322086586,"(37.881274, -122.2564761, 190344)","(-0.19, 0.39, 9.790000000000001)","(0.0, 0.0, -0.31)","(360.0, -1.125, -2.3125)"
2024-06-24 23:17:57,25.624003906250003,988.3891003662869,35.88797758472762,"(37.8812754, -122.2564754, 189935)","(-0.19, 0.39, 9.790000000000001)","(0.0, -0.01, -0.35000000000000003)","(360.0, -1.125, -2.3125)"
2024-06-24 23:18:00,25.6302734375,988.3863659361439,35.87710504555701,"(37.8812759, -122.2564743, 189643)","(-0.19, 0.39, 9.790000000000001)","(0.01, 0.0, -0.36)","(360.0, -1.125, -2.3125)"
2024-06-24 23:18:03,25.62751953125,988.3816582745368,35.84974029558755,"(37.8812765, -122.25647289999999, 189297)","(-0.19, 0.39, 9.790000000000001)","(0.0, -0.02, -0.32)","(360.0, -1.125, -2.3125)"
2024-06-24 23:18:06,25.6287890625,988.384005329731,35.8555581809219,"(37.881274399999995, -122.2564716, 189236)","(-0.19, 0.39, 9.790000000000001)","(0.0, -0.02, -0.34)","(360.0, -1.125, -2.3125)"
2024-06-24 23:18:09,25.63103515625,988.382685233477,35.82263484259761,"(37.881272599999996, -122.2564702, 189087)","(-0.19, 0.39, 9.790000000000001)","(0.01, -0.01, -0.33)","(360.0, -1.125, -2.3125)"
ERROR:  - TIME SYSTEM ERROR; GPS LIKELY LOST. SWITCHING TO SECONDARY TIME SYSTEM (PI-TIME) UNTIL RESOLVED: 'NoneType' object has no attribute 'year'
ERROR:  - TIME SYSTEM ERROR; GPS LIKELY LOST. SWITCHING TO SECONDARY TIME SYSTEM (PI-TIME) UNTIL RESOLVED: 'NoneType' object has no attribute 'year'
ERROR:  - TIME SYSTEM ERROR; GPS LIKELY LOST. SWITCHING TO SECONDARY TIME SYSTEM (PI-TIME) UNTIL RESOLVED: 'NoneType' object has no attribute 'year'
2024-06-24 23:18:30,25.664765625,988.3769504598811,36.01716524268168,"(37.8812923, -122.25648819999999, 182807)","(-0.19, 0.39, 9.790000000000001)","(0.02, 0.02, -0.32)","(360.0, -1.125, -2.3125)"
2024-06-24 23:18:33,25.65359375,988.3766081578178,36.01692894307099,"(37.8812923, -122.2564541, 184814)","(-0.19, 0.39, 9.790000000000001)","(0.0, 0.0, -0.35000000000000003)","(360.0, -1.125, -2.3125)"
2024-06-24 23:18:36,25.6623046875,988.3765627785448,35.97313282007035,"(37.881290799999995, -122.25645109999999, 185549)","(-0.19, 0.39, 9.790000000000001)","(0.0, 0.0, -0.3)","(360.0, -1.125, -2.3125)"
